# index, _pos
1899,"array([-0.54322201, -1.65639873])"
1900,"array([-2.06467271, -1.34717603])"
1901,"array([-2.0249149, -1.3523877])"
1902,"array([-1.31737649, -1.49344707])"
1903,"array([-1.33423011, -1.62119322])"
1904,"array([-1.50201558, -2.1597684 ])"
1905,"array([-1.58472845, -1.63569842])"
1906,"array([-1.52073222, -1.42681696])"
1907,"array([-0.67286614, -1.56114507])"
1908,"array([-1.61042263, -2.06182781])"
1909,"array([-1.20628633, -2.11646601])"
1910,"array([-0.63398491, -1.41551689])"
1911,"array([-2.16081172, -1.43599739])"
1912,"array([-0.59840374, -1.44702243])"
1913,"array([-1.09270648, -1.10948858])"
1914,"array([-1.48724433, -1.38477002])"
1915,"array([-0.62776458, -1.67422323])"
1916,"array([-1.39584034, -1.29132226])"
1917,"array([-1.41335671, -1.63586701])"
1918,"array([-0.98946274, -1.51280123])"
1919,"array([-1.38419642, -1.95076938])"
1920,"array([-1.57578752, -1.78718814])"
1921,"array([-0.45793668, -1.43382715])"
1922,"array([-0.9649832 , -1.67555352])"
1923,"array([-1.17898129, -1.57027507])"
1924,"array([-1.26454711, -1.22917045])"
1925,"array([-1.58988078, -1.44001052])"
1926,"array([-1.64302458, -1.50821611])"
1927,"array([-1.05473183, -1.65088674])"
1928,"array([-1.43447082, -2.16224497])"
1929,"array([-1.3356473 , -2.07430535])"
1930,"array([-0.85767335, -1.60346105])"
1931,"array([-0.93293154, -1.55815669])"
1932,"array([-2.15899246, -1.26250513])"
1933,"array([-2.07345285, -1.27458609])"
1934,"array([-2.01932487, -1.26369274])"
1935,"array([-2.10123104, -1.29608031])"
1936,"array([-1.29101814, -2.32780219])"
1937,"array([-1.28533273, -2.35611711])"
1938,"array([-1.30304255, -2.09022097])"
1939,"array([-1.65640428, -1.45796981])"
1940,"array([-1.64031643, -1.47650214])"
1941,"array([-1.54183888, -1.40996747])"
1942,"array([-0.98100992, -2.00158144])"
1943,"array([-1.40595612, -1.65642007])"
1944,"array([-2.12130184, -1.26876808])"
1945,"array([-1.00725572, -1.65704266])"
1946,"array([-0.66564984, -1.70379243])"
1947,"array([-0.98544741, -1.19451646])"
1948,"array([-1.04457359, -1.45719992])"
1949,"array([-1.79257516, -1.4154897 ])"
1950,"array([-1.36712061, -2.09389625])"
1951,"array([-1.76971989, -1.99604582])"
1952,"array([-1.25661157, -1.97261165])"
1953,"array([-1.72982651, -2.07353938])"
1954,"array([-1.46124542, -2.02612987])"
1955,"array([-1.00984541, -1.47199544])"
1956,"array([-2.06739944, -1.49980266])"
1957,"array([-0.61256335, -1.54688669])"
1958,"array([-0.52660957, -1.68296371])"
1959,"array([-1.81115337, -1.51404906])"
1960,"array([-0.50706409, -1.670938  ])"
1961,"array([-1.03849079, -1.90279834])"
1962,"array([-1.05925399, -1.80774082])"
1963,"array([-1.11271562, -1.74844271])"
1964,"array([-1.08059596, -1.8533378 ])"
1965,"array([-1.4432738 , -1.17743132])"
1966,"array([-1.46224032, -1.15302815])"
1967,"array([-1.35688198, -1.44965904])"
1968,"array([-1.36729291, -1.38743954])"
1969,"array([-1.22430788, -1.73310148])"
1970,"array([-1.24617102, -1.76765328])"
1971,"array([-2.1026685 , -1.09221584])"
1972,"array([-0.87681326, -1.68287161])"
1973,"array([-1.92224854, -1.57671294])"
1974,"array([-1.22524637, -1.33330764])"
1975,"array([-1.31548694, -1.5766181 ])"
1976,"array([-0.71552386, -1.52385389])"
1977,"array([-1.07025554, -1.66192331])"
1978,"array([-0.67055064, -1.41943814])"
1979,"array([-0.70517815, -1.43521302])"
1980,"array([-1.33169527, -1.31636375])"
1981,"array([-1.48139965, -1.3345015 ])"
1982,"array([-0.93158262, -1.8744048 ])"
1983,"array([-1.34851678, -1.37646096])"
1984,"array([-1.09888868, -1.4879378 ])"
1985,"array([-0.46855833, -1.80252395])"
1986,"array([-0.89981841, -1.89452627])"
1987,"array([-0.99343759, -1.39987018])"
1988,"array([-0.78834564, -1.38703701])"
1989,"array([-1.81091488, -1.65541813])"
1990,"array([-1.3485206 , -1.64158573])"
1991,"array([-2.13124327, -1.08989854])"
1992,"array([-1.88097553, -1.17526805])"
1993,"array([-1.13992579, -1.65004378])"
1994,"array([-1.14010513, -1.61452596])"
1995,"array([-1.12274901, -1.60741611])"
1996,"array([-2.10921947, -1.2193169 ])"
1997,"array([-1.97647115, -1.44034116])"
1998,"array([-1.27150302, -1.8200869 ])"
1999,"array([-1.40507014, -1.61852655])"
2000,"array([-1.7444207 , -1.96297388])"
2001,"array([-1.01949057, -1.72871609])"
2002,"array([-1.28002855, -2.10962176])"
2003,"array([-1.42541856, -2.18191788])"
2004,"array([-1.9250215 , -1.42195613])"
2005,"array([-1.92102189, -1.55251005])"
2006,"array([-1.28750007, -1.69208274])"
2007,"array([-1.57210118, -2.04936674])"
2008,"array([-1.52823568, -2.15352943])"
2009,"array([-1.94486518, -1.59441589])"
2010,"array([-1.8957485 , -1.54833649])"
2011,"array([-1.11724229, -1.80336784])"
2012,"array([-1.74569323, -2.00080454])"
2013,"array([-0.43835141, -1.5711779 ])"
2014,"array([-0.85012949, -1.65817279])"
2015,"array([-1.76324204, -1.54298566])"
2016,"array([-1.48839726, -1.54360475])"
2017,"array([-1.83154925, -1.45818421])"
2018,"array([-1.84497956, -1.47574613])"
2019,"array([-1.42710268, -1.21962293])"
2020,"array([-1.4246152 , -1.28397683])"
2021,"array([-1.90411188, -1.18904668])"
2022,"array([-1.40764086, -1.33247115])"
2023,"array([-0.66609847, -1.47998093])"
2024,"array([-0.38716687, -1.85774085])"
2025,"array([-0.39670226, -1.8295919 ])"
2026,"array([-1.3729916 , -1.63244739])"
2027,"array([-1.61322265, -1.46248826])"
2028,"array([-0.74747246, -0.98670807])"
2029,"array([-1.04785564, -1.858818  ])"
2030,"array([-1.42694282, -1.65816949])"
2031,"array([-0.71527082, -1.4232448 ])"
2032,"array([-0.68069781, -1.68082472])"
2033,"array([-0.68637895, -1.70980277])"
2034,"array([-1.43601815, -1.14993125])"
2035,"array([-1.2529747 , -2.09063239])"
2036,"array([-1.86212891, -2.15303925])"
2037,"array([-1.8335564 , -1.69189779])"
2038,"array([-0.51927569, -1.70529901])"
2039,"array([-0.56650429, -1.70765302])"
2040,"array([-0.58919651, -1.73653389])"
2041,"array([-0.69031519, -1.62788389])"
2042,"array([-1.70002163, -1.57963605])"
2043,"array([-0.87436772, -1.82102421])"
2044,"array([-1.86876503, -1.67128661])"
2045,"array([-1.89755864, -1.67544827])"
2046,"array([-1.41308815, -1.26068182])"
2047,"array([-1.37287411, -1.25928143])"
2048,"array([-0.88774624, -1.04257317])"
2049,"array([-2.14790278, -1.21731163])"
2050,"array([-1.8161864 , -1.35969486])"
2051,"array([-1.06472588, -1.68907697])"
2052,"array([-0.74657349, -1.61665055])"
2053,"array([-0.86643737, -1.53663419])"
2054,"array([-0.97299434, -1.7034955 ])"
2055,"array([-1.84438529, -2.04034882])"
2056,"array([-1.75534001, -2.11591939])"
2057,"array([-0.71084279, -0.99451309])"
2058,"array([-0.85442789, -1.78188967])"
2059,"array([-0.69791684, -0.97338665])"
2060,"array([-0.72725269, -1.01913327])"
2061,"array([-1.81180215, -2.04370601])"
2062,"array([-1.59605993, -2.03408106])"
2063,"array([-1.72496983, -1.74430657])"
2064,"array([-1.71084457, -1.7505033 ])"
2065,"array([-1.00898002, -1.58811055])"
2066,"array([-1.71376444, -2.12400038])"
2067,"array([-0.90899249, -1.75822838])"
2068,"array([-1.43577361, -2.01055202])"
2069,"array([-1.96245772, -1.39722716])"
2070,"array([-1.91857964, -1.91650557])"
2071,"array([-1.98782809, -2.14931284])"
2072,"array([-1.86828418, -1.97475747])"
2073,"array([-1.89883476, -1.96017579])"
2074,"array([-1.86901015, -1.93974904])"
2075,"array([-1.8854959, -1.4084024])"
2076,"array([-1.5045643 , -1.94420727])"
2077,"array([-1.90231991, -2.12968405])"
2078,"array([-0.49010684, -1.75412082])"
2079,"array([-1.88622863, -1.93785372])"
2080,"array([-1.05784672, -1.62458568])"
2081,"array([-1.84530881, -2.00606474])"
2082,"array([-1.77442752, -2.12897257])"
2083,"array([-1.79833008, -2.13709681])"
2084,"array([-1.77391733, -2.1498563 ])"
2085,"array([-1.75387643, -2.15025343])"
2086,"array([-1.73277378, -1.30689981])"
2087,"array([-1.03327136, -1.54191221])"
2088,"array([-1.12978301, -1.53197789])"
2089,"array([-0.99716129, -1.70327447])"
2090,"array([-1.89432107, -2.01979699])"
2091,"array([-1.98734801, -2.11333255])"
2092,"array([-2.09493893, -1.45510376])"
2093,"array([-0.56844857, -1.61230281])"
2094,"array([-1.81593318, -2.10588881])"
2095,"array([-1.86135832, -1.95362746])"
2096,"array([-1.98479983, -2.08074141])"
2097,"array([-0.98516021, -1.58558015])"
2098,"array([-0.98823147, -1.6063208 ])"
2099,"array([-0.88781236, -1.61437914])"
2100,"array([-0.83800229, -1.47834122])"
2101,"array([-1.90455657, -1.93144719])"
2102,"array([-0.82589333, -1.65725019])"
2103,"array([-1.51358893, -2.0264494 ])"
2104,"array([-1.85063741, -1.23178611])"
2105,"array([-1.83199974, -2.01928909])"
2106,"array([-0.88233129, -1.76026512])"
2107,"array([-1.82442963, -2.06293958])"
2108,"array([-1.87891159, -1.96428935])"
2109,"array([-1.81878134, -1.22898136])"
2110,"array([-1.07110028, -1.79298392])"
2111,"array([-1.07039657, -1.97621385])"
2112,"array([-1.67931448, -1.37724105])"
2113,"array([-1.08895935, -1.79165943])"
2114,"array([-1.01226597, -1.6966764 ])"
2115,"array([-0.87431767, -1.60785214])"
2116,"array([-2.09535726, -1.26229255])"
2117,"array([-1.03468916, -1.87348878])"
2118,"array([-0.95920629, -1.71567413])"
2119,"array([-0.95373729, -1.69654404])"
2120,"array([-1.60371445, -1.98619928])"
2121,"array([-1.78675139, -2.05855181])"
2122,"array([-1.90397637, -1.90483047])"
2123,"array([-1.88118813, -1.98917655])"
2124,"array([-1.76617095, -1.81755323])"
2125,"array([-1.75142122, -1.82397833])"
2126,"array([-1.38300816, -1.40273102])"
2127,"array([-0.8163029 , -1.67091656])"
2128,"array([-1.00812556, -1.79082867])"
2129,"array([-0.99622293, -1.74275204])"
2130,"array([-1.02047296, -1.80679715])"
2131,"array([-1.53533304, -2.04178365])"
2132,"array([-1.52648578, -2.09246769])"
2133,"array([-0.84131944, -1.71298543])"
2134,"array([-1.90568071, -2.00229238])"
2135,"array([-1.98486441, -2.06010115])"
2136,"array([-1.73868714, -1.88551432])"
2137,"array([-1.76300897, -2.09156299])"
2138,"array([-1.60719345, -1.92580824])"
2139,"array([-1.58727011, -1.93156117])"
2140,"array([-1.73752178, -2.10068281])"
2141,"array([-1.76195064, -1.17725593])"
2142,"array([-0.59309175, -1.59509638])"
2143,"array([-1.73718532, -2.1224906 ])"
2144,"array([-1.8675085 , -2.00132049])"
2145,"array([-1.5194868 , -2.06011673])"
2146,"array([-0.80994172, -1.69876164])"
2147,"array([-0.78452689, -1.72028801])"
2148,"array([-1.01708186, -1.63819907])"
2149,"array([-1.67568224, -1.96682109])"
2150,"array([-1.69191969, -1.956066  ])"
2151,"array([-0.98477527, -1.71755625])"
2152,"array([-0.51985436, -1.80059028])"
2153,"array([-1.00697879, -1.82401049])"
2154,"array([-0.85163517, -1.74581793])"
2155,"array([-0.8596454 , -1.62278436])"
2156,"array([-1.69771683, -1.82308809])"
2157,"array([-1.49451167, -1.99023007])"
2158,"array([-0.59448294, -1.20431765])"
2159,"array([-1.96228057, -2.12132129])"
2160,"array([-0.49504815, -1.80423767])"
2161,"array([-0.47894829, -1.82384838])"
2162,"array([-0.50921138, -1.77377077])"
2163,"array([-1.10903623, -1.98334988])"
2164,"array([-1.68772455, -1.40794683])"
2165,"array([-2.01152128, -2.17221103])"
2166,"array([-1.99171082, -2.18402925])"
2167,"array([-1.38570613, -2.21493902])"
2168,"array([-2.03160952, -2.12645768])"
2169,"array([-1.95294043, -2.14525306])"
2170,"array([-1.96944068, -2.15496574])"
2171,"array([-1.88860982, -2.21183745])"
2172,"array([-1.86593044, -2.20891471])"
2173,"array([-1.47398839, -1.96261107])"
2174,"array([-0.70567792, -1.37773086])"
2175,"array([-0.69372907, -1.40414631])"
2176,"array([-1.53902899, -1.98509775])"
2177,"array([-1.45793619, -2.19820672])"
2178,"array([-1.48834305, -2.20865939])"
2179,"array([-1.59518425, -2.00409385])"
2180,"array([-1.26834025, -2.01044966])"
2181,"array([-1.23944674, -2.02216577])"
2182,"array([-1.05054588, -1.77242296])"
2183,"array([-1.50773806, -2.17910964])"
2184,"array([-1.68040876, -2.017341  ])"
2185,"array([-1.64123595, -1.87269607])"
2186,"array([-1.71987705, -2.10417135])"
2187,"array([-1.70418269, -2.10135732])"
2188,"array([-1.44417748, -1.97934379])"
2189,"array([-1.67205698, -2.04500873])"
2190,"array([-2.00997086, -2.10663385])"
2191,"array([-1.88826454, -2.15436746])"
2192,"array([-1.87889993, -2.17813677])"
2193,"array([-1.58805113, -1.56406163])"
2194,"array([-1.38620456, -1.32364704])"
2195,"array([-1.81360422, -1.9855652 ])"
2196,"array([-0.85508194, -1.56840093])"
2197,"array([-1.03916736, -1.79539942])"
2198,"array([-1.66644815, -1.86711881])"
2199,"array([-1.49921614, -1.72588341])"
2200,"array([-1.52001384, -1.782273  ])"
2201,"array([-1.54116937, -1.84096025])"
2202,"array([-1.47326174, -1.60451973])"
2203,"array([-1.56412963, -1.89675537])"
2204,"array([-1.48469679, -1.66727539])"
2205,"array([-1.59414239, -0.56368344])"
2206,"array([-1.3986372 , -0.02463627])"
2207,"array([-1.67117375, -0.61634295])"
2208,"array([-1.45375547,  0.01844719])"
2209,"array([-2.10105529, -0.02321007])"
2210,"array([-1.59187436, -0.5401782 ])"
2211,"array([-1.61092525, -0.54638662])"
2212,"array([-1.61128213, -0.51590111])"
2213,"array([-1.59044745, -0.5057622 ])"
2214,"array([-1.66752627,  0.25115977])"
2215,"array([-1.81424498, -0.15591701])"
2216,"array([-1.95924017, -0.1302245 ])"
2217,"array([-1.80274918, -0.07413639])"
2218,"array([-1.78689993, -0.1374642 ])"
2219,"array([-1.45094106,  0.06054288])"
2220,"array([-1.46267382, -0.09572976])"
2221,"array([-1.42841596, -0.16632603])"
2222,"array([-1.44425443, -0.14442032])"
2223,"array([-1.40744598, -0.09570919])"
2224,"array([-1.45005376, -0.18334174])"
2225,"array([-1.60005447, -0.17992995])"
2226,"array([-1.29628183,  0.47463013])"
2227,"array([-1.63084102, -0.12374232])"
2228,"array([-1.28488986,  0.4544261 ])"
2229,"array([-1.43847885, -0.11033611])"
2230,"array([-1.67095495, -0.09874133])"
2231,"array([-1.68617606, -0.225065  ])"
2232,"array([-1.44315937, -0.19991975])"
2233,"array([-2.16288924, -0.18141938])"
2234,"array([-1.2720317 ,  0.43145993])"
2235,"array([-1.37166441,  0.10896078])"
2236,"array([-1.53933959,  0.19722108])"
2237,"array([-1.54993181,  0.22397232])"
2238,"array([-1.5261119 ,  0.21753613])"
2239,"array([-1.56638109, -0.29747324])"
2240,"array([-1.38275783, -0.24017962])"
2241,"array([-2.04274542, -0.03797018])"
2242,"array([-2.01869494, -0.0514672 ])"
2243,"array([-1.32889533, -0.24515022])"
2244,"array([-1.43980259,  0.04776866])"
2245,"array([-1.51473296,  0.30496714])"
2246,"array([-1.30571353,  0.06655532])"
2247,"array([-1.82303999, -0.4154207 ])"
2248,"array([-2.05790012,  0.02745888])"
2249,"array([-2.02170767,  0.04779278])"
2250,"array([-2.07328239,  0.04482032])"
2251,"array([-2.0377607 ,  0.06346461])"
2252,"array([-2.01079976,  0.0279073 ])"
2253,"array([-1.96184696, -0.00201645])"
2254,"array([-1.70663604, -0.43726949])"
2255,"array([-1.38150958,  0.1284572 ])"
2256,"array([-1.84756355, -0.42659985])"
2257,"array([-1.64085927, -0.52158861])"
2258,"array([-1.32558615,  0.22154526])"
2259,"array([-1.31681822,  0.17752942])"
2260,"array([-1.29836284,  0.19368057])"
2261,"array([-1.39819338, -0.16567684])"
2262,"array([-1.32370132,  0.19918562])"
2263,"array([-1.7115711, -0.0761335])"
2264,"array([-1.60586597, -0.42315929])"
2265,"array([-1.72019095,  0.09355141])"
2266,"array([-2.0687819 , -0.44245186])"
2267,"array([-1.30912124, -0.05200465])"
2268,"array([-1.32612971, -0.02135313])"
2269,"array([-1.27762558, -0.0562516 ])"
2270,"array([-1.29191176, -0.07663162])"
2271,"array([-1.29774033, -0.02606878])"
2272,"array([-2.05341119, -0.38291859])"
2273,"array([-1.72302642, -0.59224456])"
2274,"array([-1.67485593, -0.55302937])"
2275,"array([-1.70156257, -0.57702912])"
2276,"array([-1.45836184,  0.15512822])"
2277,"array([-1.48458207,  0.15835264])"
2278,"array([-1.41988581, -0.25983354])"
2279,"array([-2.11210312, -0.39616224])"
2280,"array([-1.62380804, -0.43860052])"
2281,"array([-1.68919868, -0.468186  ])"
2282,"array([-1.63427889, -0.47981457])"
2283,"array([-1.55465107, -0.42731119])"
2284,"array([-1.59928995, -0.44872942])"
2285,"array([-1.53857897, -0.31913007])"
2286,"array([-1.57404596, -0.37344183])"
2287,"array([-2.02421848, -0.25836247])"
2288,"array([-1.79323251, -0.0949499 ])"
2289,"array([-1.37384026, -0.03906877])"
2290,"array([-1.43256375,  0.16919415])"
2291,"array([-1.52310719,  0.2488075 ])"
2292,"array([-1.40588863,  0.15238971])"
2293,"array([-1.80402034, -0.48498235])"
2294,"array([-1.40569604,  0.03455412])"
2295,"array([-1.42713686, -0.2024734 ])"
2296,"array([-1.27489645,  0.26113449])"
2297,"array([-1.25931174,  0.23916074])"
2298,"array([-1.28626894,  0.23785091])"
2299,"array([-1.63799015, -0.5857999 ])"
2300,"array([-1.65601185, -0.58656373])"
2301,"array([-1.69553181, -0.50883894])"
2302,"array([-1.66073298, -0.49567034])"
2303,"array([-1.8421117 , -0.45170057])"
2304,"array([-1.69488899, -0.54950631])"
2305,"array([-2.1171649 , -0.14075147])"
2306,"array([-1.71572658,  0.00889209])"
2307,"array([-1.42899227, -0.34588146])"
2308,"array([-1.29719291,  0.04460285])"
2309,"array([-1.36620806,  0.05708749])"
2310,"array([-2.07011968, -0.09807737])"
2311,"array([-1.90161179, -0.04765463])"
2312,"array([-1.43873243,  0.24206264])"
2313,"array([-1.59048533, -0.28496177])"
2314,"array([-1.55180051, -0.18436526])"
2315,"array([-1.52022635,  0.27799488])"
2316,"array([-1.80230229, -0.11768206])"
2317,"array([-1.80455364, -0.143195  ])"
2318,"array([-1.3978096 ,  0.09032386])"
2319,"array([-1.4563107 , -0.21979896])"
2320,"array([-1.46003448, -0.24563513])"
2321,"array([-1.4871065 , -0.21298336])"
2322,"array([-1.51556776, -0.20485619])"
2323,"array([-1.50789835, -0.2272074 ])"
2324,"array([-1.4993691 , -0.18828351])"
2325,"array([-1.34853213, -0.24980266])"
2326,"array([-1.32697283,  0.12680038])"
2327,"array([-1.35828695,  0.09316105])"
2328,"array([-1.37124755,  0.07370192])"
2329,"array([-1.34629275,  0.10588979])"
2330,"array([-1.43627007, -0.28954379])"
2331,"array([-1.51547622, -0.30590217])"
2332,"array([-1.42992882,  0.0789196 ])"
2333,"array([-1.32670197, -0.06425623])"
2334,"array([-2.03859327, -0.32189236])"
2335,"array([-1.35868514, -0.23748037])"
2336,"array([-1.73247769, -0.4757424 ])"
2337,"array([-1.68853206, -0.16357655])"
2338,"array([-1.74837278, -0.49602843])"
2339,"array([-1.33011658,  0.02120817])"
2340,"array([-1.20661141,  0.38121296])"
2341,"array([-1.362801  , -0.02528238])"
2342,"array([-1.21291137,  0.30475385])"
